1	96	331	0	0	32	32	498
1	128	396	0	0	32	32	498
1	160	396	0	0	32	32	498
1	192	396	0	0	32	32	498
1	224	396	0	0	32	32	498
1	192	267	0	0	32	32	498
1	224	267	0	0	32	32	498
1	256	267	0	0	32	32	498
1	288	267	0	1	32	32	498
1	320	267	0	1	32	32	498
1	352	267	0	1	32	32	498
#1	576	325	0	2	32	32	498
1	832	325	0	3	32	32	498
1	864	325	0	3	32	32	498
1	608	325	0	2	32	32	498
1	256	427	0	0	32	32	498
1	288	427	0	1	32	32	498
1	320	427	0	1	32	32	498
1	352	427	0	1	32	32	498
1	384	427	0	1	32	32	498
1	416	427	0	1	32	32	498
1	448	427	0	1	32	32	498
1	480	427	0	1	32	32	498
1	512	427	0	1	32	32	498
1	544	427	0	2	32	32	498
1	576	427	0	2	32	32	498
1	608	427	0	2	32	32	498
1	640	427	0	2	32	32	498
1	672	427	0	2	32	32	498
1	704	427	0	2	32	32	498
1	736	427	0	2	32	32	498
1	768	427	0	2	32	32	498
1	800	427	0	3	32	32	498
1	832	427	0	3	32	32	498
1	864	427	0	3	32	32	498
1	896	427	0	3	32	32	498
1	928	427	0	3	32	32	498
1	960	427	0	3	32	32	498
1	992	427	0	3	32	32	498
1	1024	427	0	3	32	32	498
1	1056	427	0	3	32	32	498
1	1088	427	0	4	32	32	498
1	1120	427	0	4	32	32	498
1	1152	427	0	4	32	32	498
1	1184	427	0	4	32	32	498
1	1216	427	0	4	32	32	498
1	1248	427	0	4	32	32	498
1	1280	427	0	4	32	32	498
1	1312	427	0	4	32	32	498
1	1344	395	0	5	32	32	498
1	1376	395	0	5	32	32	498
1	1408	395	0	5	32	32	498
1	1440	395	0	5	32	32	498
1	1472	395	0	5	32	32	498
1	1504	395	0	5	32	32	498
1	1472	266	0	5	32	32	498
1	1504	266	0	5	32	32	498
1	1536	298	0	5	32	96
# CANDLE
# type 	x	y	gr_row	gr_col	ani_id_Torch	type item
5	1465	330	0	5	502	57
5	1330	355	0	5	502	52
5	1200	360	0	4	502	56
5	1070	360	0	4	502	62
5	940	360	0	3	502	55
5	810	360	0	3	502	53
5	680	360	0	2	502	51
5	550	360	0	2	502	67
5	420	360	0	1	502	57
5	190	330	0	0	502	52
5	320	205	0	1	502	65
#========================================================
# ENEMY
# ===== ghost ==========
# type 	x   y    type_item 
#10	1000	320	53	0
# ====== hunch back ======
11	864	300	51	0
11	610	285	53	0
# ====== Skeleton ========
#12	67	260	67	0
#========================================================
#========= Break brick
#type 	x	y	gr_row	gr_col	ani_id	type_item	x_item	y_item
6	576	325	0	2	498	52	2	2

# --- SCENE PORTAL ----
# type	x	y	gr_row	gr_col	scene_id
50	130	45	0	0	5

#============= stair ================
# type	x	y	gr_row	gr_col	width	height	state	trendX	trendY
# 1: stairAbove	2:stair below
# stair 1
3	277	265	0	1	50	3	2	-1	-1
[SETUP]
#==============simon=============
# type 	beingOnstair	stairTrend
0	0	1	-1	1465	290
#======= simon back map before===========
# type1	beingOnstair	stairTrend	nx	x	y
1	1	1	1	140	51
[CAMERA]
# XLeft	XRight
0	1025
[MAP]
# filePath	column	row	index	align
map/Map4.txt	48	12	3000	75
